episode_id,participant_id,n_errors,episode_correct,product,min,mean,logsum,isotonic_episode
bigP3BCI-data/StudyB/B_02/SE002/Test/CB/B_02_SE002_CB_Test08.edf#0000,StudyB:B_02,1,0,0.8384716872309017,0.9252336448598131,0.9430509115398703,-0.17617446426283684,0.8652037617554859
bigP3BCI-data/StudyB/B_02/SE002/Test/CB/B_02_SE002_CB_Test09.edf#0000,StudyB:B_02,2,0,0.8009645012016269,0.9252336448598131,0.928703618025354,-0.2219386509961948,0.813953488372093
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test06.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test09.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test11.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test11.edf#0001,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test12.edf#0000,StudyB:B_03,3,0,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test12.edf#0001,StudyB:B_03,3,0,0.8118591758803292,0.9262295081967213,0.932894335622704,-0.2084283825797648,0.8666666666666689
bigP3BCI-data/StudyB/B_03/SE001/Test/CB/B_03_SE001_CB_Test16.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE002/Test/CB/B_03_SE002_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE002/Test/CB/B_03_SE002_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE002/Test/CB/B_03_SE002_CB_Test09.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE003/Test/CB/B_03_SE003_CB_Test06.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE003/Test/CB/B_03_SE003_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE003/Test/CB/B_03_SE003_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE003/Test/CB/B_03_SE003_CB_Test09.edf#0000,StudyB:B_03,0,1,0.7530607308612615,0.868421052631579,0.9102924367213318,-0.28360940256024586,0.8202247191011236
bigP3BCI-data/StudyB/B_03/SE004/Test/CB/B_03_SE004_CB_Test06.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE004/Test/CB/B_03_SE004_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8118591758803291,0.9262295081967213,0.932894335622704,-0.2084283825797648,0.8666666666666667
bigP3BCI-data/StudyB/B_03/SE004/Test/CB/B_03_SE004_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE004/Test/CB/B_03_SE004_CB_Test09.edf#0000,StudyB:B_03,0,1,0.794613315651971,0.9262295081967213,0.9262295081967213,-0.2298996780627479,0.8202247191011236
bigP3BCI-data/StudyB/B_03/SE005/Test/CB/B_03_SE005_CB_Test06.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE005/Test/CB/B_03_SE005_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE005/Test/CB/B_03_SE005_CB_Test08.edf#0000,StudyB:B_03,0,1,0.8118591758803291,0.9262295081967213,0.932894335622704,-0.2084283825797648,0.8666666666666667
bigP3BCI-data/StudyB/B_03/SE005/Test/CB/B_03_SE005_CB_Test09.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE006/Test/CB/B_03_SE006_CB_Test06.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
bigP3BCI-data/StudyB/B_03/SE006/Test/CB/B_03_SE006_CB_Test07.edf#0000,StudyB:B_03,0,1,0.8206219629437278,0.9362267493356953,0.9362267493356953,-0.19769273483827324,0.876
